reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOEOJjEcwgrwRz-BtmeyZdlKC_brnPVT_RQtIxCFBIcraA-sECVn-26Op7EtKlhiGPKWk4-x0RO7t6VE,Torik;"Oik,https://play-lh.googleusercontent.com/a/AATXAJyhhZJzOCF8tgPbxGlY2CSSZNZi5hGifGpFTnzo=mo,""Buat";teman²;ingatkah;dulu;kalian;pernah;bermain;game;ini,apakah;kalian;melupakannya,dulu;kita;pernah;war;bareng,kembalilah;kalian;para;pemain.kita;pernah;mengenangnya;walaupun;sudah;menjadi;"legenda"",5,2,14.426.1,2022-02-16";23:05:07,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOEB8A93Swr4fVAneH427slrH6L5-FbRMYV7Vuhv2P1IYTmjHu799amOD-hEpbjx2apGPoe4ZUeX29Uo,Pengguna;Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Klo;bisa;lebih;kurangin;waktu;saat;nge;up;bangunan;soalnya;terlalu;lama;dan;gua;capek;nunggu;ampe;18;hari;untuk;satu;bangunan;aja,5,0,14.426.3,2022-02-28;18:58:02,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFDE8SGWNIqWRabHg0MtM1YVwA_aWKaxP-Y86_n7yNw1enG_Sx7wSydQysCmfFEqUOpfbRgSAnhAuVo,SEICO,https://play-lh.googleusercontent.com/a-/AOh14GiIzOQFehLGmDgCPgoVxweOS8DN9QWhiHv4RUWNZQ,Untuk;semua;nya;dari;dulu;sampe;sekarang;udah;bagus;saran;saya;untuk;memperbaiki;keseimbangan;saat;mencari;lawan;yang;sering;di;pertemukan;dengan;th;lebih;tinggi;dari;kita,5,0,14.426.4,2022-04-09;08:28:47,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHGXlEuPgwqhXYenN_1mA1E5ACSlhuIUQik0xQJBKceVw7lRg0LyiFIGBG_drYRgfwyD3POEkzbCtYh,Ayam;Bebek,https://play-lh.googleusercontent.com/a-/AOh14GhIqYdfuYLRqQjmd_3MGdt2JvLUVlqt9Qif4n_FmA,nyerang;war;clan;cuman;gara-gara;jaringan;putus;harus;muat;ulang+abis;muat;ulang;gabisa;main;war;clan;karena;udh;gabisa;nyerang.;tolong;perbaiki;lah;developer;kont,1,0,14.426.4,2022-04-04;23:12:21,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOGlIrk6bk-peH0YSbJAGRkjxWVQNrEtCno_88uANf-7ozCKFbi7jdDRzaZEtFs7lylrv-KNS60uei17,Diiy;Channel,https://play-lh.googleusercontent.com/a/AATXAJxNv7CM0TMZzcHaMwWXPZ99h2tDTUePObTaNQQg=mo,Bintang;Sya;kurangi..bukan;karena;game;nya;yg;gk;asik;tpi;koneksinya;knpa;skrang;sering;terputus;pdahal;sinyal;stabil;gk;ada;masah...Tolong;segera;diperbaiki;kpda;pihak;supercell;trima;ksih,3,0,14.426.4,2022-03-21;01:43:07,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOGGAqw4gtHyhuHB6OPh-KzbFW_P1QoeTQ0a9MN23uYNgZuTci-PxiGn4WbEZqpN6FY6AvzWTcXLtQiM,Tami;"Pratama,https://play-lh.googleusercontent.com/a/AATXAJwPRGgr0xVPcVCqkPXHZ7rKzBAB3UH9V2LOGeR-=mo,""Tidak";bisa;login;ke;dalam;game;nya,;selalu;keluar;sendiri;pas;mau;login;ke;dalam;game;nya.;Mohon;bantuan;"nya"",3,0,14.426.4,2022-03-17";23:41:36,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOGcx0jTtj3UHEWq8IODw5D-czcKmKSx6YqWgI6WqZCgwqI7NbrXa-8tuge96LeBZBukosrDLf_bR5r7,Hii;"Pampam,https://play-lh.googleusercontent.com/a/AATXAJyPUOf-32WyI510opHoRhZNvo7y0rgGFsJOZvGh=mo,""Bintang";2;aja,;soalnya;kalo;main;basis;tukang;kasih;lawan;selalu;ngak;adil,;pasti;selalu;level;aula;tukang;lebih;"tinggi"",2,0,14.426.1,2022-03-03";17:47:32,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHZsf4PeB4XWOM0vnFKv7TaBN_6X_nl6-syePxDEgJWNGcIcP-kYiC3qPM9UqAfWqZ9w7Kn4aQueTz2,Rifrialdy;"Aldy,https://play-lh.googleusercontent.com/a/AATXAJy00WHUm6QftlNEhb8t6yG9uxYesuXYrlJbL4yG=mo,""ketika";lagi;pencarian;lawan,;kasih;lawan;yang;gold;atau;elixir;di;atas;rata;rata;masak;hiro,agar;tidak;lama;mencari;lawan;itu;membuat;saya;bete/bosan;dalam;bermain;"coc"",1,0,14.426.1,2022-02-17";20:36:15,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOH64LZQe-3UEgxLSe1wZzPcaJw9hh-uKkG3AB5z8gMjZHgZbdrWGNe2fxC6NlhHjNI5dFlDH63v17i4,Nuerr;"Abdillah,https://play-lh.googleusercontent.com/a/AATXAJx-N-jx742sHWAYi0d0MohTebKEhX_wj4c2hGvr=mo,""Keamanan";pemulihan;akun;yang;hilang;sangat;lemah;,;beda;sama;dulu;yang;detail;..;sekarang;lemah;sekali;,;akun;saya;hilang;dicuri;tapi;tidak;bisa;dipulihkann;😡🔥🔥🔥🔥🔥🔥;ngrawatt;mati2an;bertaun;taun;ehh....;Nyurinya;gampang;bngettttttt.;Semoga;supercell;baca;"#supercell"",1,0,14.426.4,2022-04-10";14:09:06,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFtKqg7294Q83ytuPuqppxGf4pywV54P4BKsHY6AWP_K8i0IEDPXnogG3LT1RQh6KB7Zpq2X3gvhKtV,Catur;Anggara,https://play-lh.googleusercontent.com/a-/AOh14GiWM9L96FYcqeb3TCk6s5Peb0XW_xRbO-IFMQhQbQ,masi;saya;kasih;bintang;3;karena;masi;banyak;bug;karena;saya;belum;mengupgrade;peleton;tetapi;waktu;perang;sudah;terupgrade,3,0,14.426.4,2022-03-22;17:59:00,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOEY7CeVhUEKxCFgJXCY6OjI1-8wc_qiAlfnl3iGJjp9N7AFltQA2V-CQQOhsJcg60Mm2sXvvDjIjAwc,dj_collection_offic;dj_collection_offic,https://play-lh.googleusercontent.com/a-/AOh14Gg20CppFQAqf-fcYzLHnkhw_16dav7VcAkuuMtw,Kata;gua;sih;ya.;inih;gem;cukup;rame;tapi;lama;banget;nunguin;kaya;bangunan;di;updet;sama;susah;banget;nyari;berlian;ijo;ituh;kalo;mao;cepet;si;ya;kaya;nya;harus;beli;berlian;ijo;deh;sekian;terimah;kasih;:v🗿,4,0,14.426.4,2022-04-22;13:45:12,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFIrtgKEMiFSaFhB5ZkUIjs-ZmW5eoRcniJ_uNWf_pEX0aebROAILFGou61p7cR0rW2VztMoHC0nj38,Novrianto;"Lahengkang,https://play-lh.googleusercontent.com/a/AATXAJzkiNJzpvATcB8yEo8XFn79xFkfEKAQ-SaPi--7=mo,""Gamenya";bagus;bangey,tapi;tolong;buat;tantangan;desa;seberangnya.Soalnya;gua;liat;tantangan;acara;desa;asal;yang;banyak;sedangkan;desa;seberang;kaga;ada.plis;tolong;buat;tantangan;acara;desa;"seberang.:)"",5,0,14.426.1,2022-03-02";10:39:18,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFYPUEYNPSwNPCwU-HAV-ocnyex_jcaOYZCpEMHmwRKk_AMkeDp3J8n9b3vcZil-CMgzkKb9zIz_odm,Afdal;Afandi,https://play-lh.googleusercontent.com/a/AATXAJw9GdyzrVYDBaX5kvnot6V2RuHSw1RVz-ZwEWLf=mo,Clash;of;clans;tolong;di;perbaiki;di;hp;saya;vivo;y91;gak;bisa;buat;main;coc;tolong;di;perbaiki;saya;akan;menghapus;coc;jika;tidak;di;perbaiki;saya;juga;pengen;main;coc;tapi;gk;bisa;keluar;terus;tolong;di;perbaiki;gamenya,1,1,14.426.4,2022-03-19;12:09:49,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFf3hn7v19khM5e1k05xricadqisznGRTeejOH5DGDoxGsqtpt37Iydr_ASptJQ7AKELOTaI_nuyRoa,Fahriansyah;D.Martino,https://play-lh.googleusercontent.com/a-/AOh14GjtfCOjUOEroJJrqOCfECFOQA-_P3vm_H7rPhKh7w,Game;paling;cocok;buat;yang;pengguna;hemat;data;dan;sinyal..;Permainannya;juga;gak;ngebosenin..;Frame;nya;juga;keren..;selalu;uptodate.;Kereeennnn...;Anti;Nge;Lag;-;Lag;Club..;(Kecuali;habis;kuota)..;ckckckck,5,4,14.211.13,2022-01-25;20:53:16,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHiAcwgr4y-ZsP00DHT-PgwCjjF-ywJnb3WoK-0jfE_G7YtEOAZxGonsfmCjlhyLBeO9j5JqRSfHP4O,Muhammad;"Damas,https://play-lh.googleusercontent.com/a-/AOh14GiBp2txx-GuZNam4nviXsVwEafccDUaSPaSWEXv,""Sumpah";coc;jadi;ga;jelas;banget;sekarang,;padahal;sinyal;Wifi;gw;bagus;tapi;selalu;putus;koneksi;mulu;di;dalem;gamenya,;udah;gitu;kalau;mau;masuk;ke;gamenya;selalu;nge;stuck;di;loading;screen,;tolong;di;perbaikin;dong;"masalahnya"",1,43,14.211.16,2022-02-11";21:24:02,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHDcE9NLMXj9uyptq4c-Zbl4LotcTxWY1wCmpUlmbwQp8jBDDVaK26G6a2p3PSizUCzBH8DQ83Lv-jT,Fachri;"Ryzen,https://play-lh.googleusercontent.com/a-/AOh14Gj47bsAoNd_3ygVXs0zzhDmsJntyeBxolw_p62j,""Game";nya;bagus;kok,;update;nya;juga;keren,;skin;terbaru;pun;pada;"bagus"""",";jadi;pengen;beli;tapi;gapunya;"duit😂😂"",5,1,14.426.1,2022-02-17";07:46:37,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHZfwHbS_GmpOZoW-2DgPtb7_EkfeQRvvfx4skmUFTLGhVIMqQPwqUo4_tLkn1crxRACP5CVxibMupG,Ananda;Ananda;Ghufron;Alkarim,https://play-lh.googleusercontent.com/a-/AOh14Giv1Tbaw7KBXUwRhBiSGMvfVmNBcnmlAqEHft0-,Kenapa;kadang;ngga;bisa;masuk;ke;game;nya?;Error;atau;gimana?;Saya;sudah;coba;login;2;kali;tapi;tetap;gak;bisa;tolong;di;perbaiki;lagi,3,2,14.426.3,2022-02-27;08:17:12,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOGLkybZZURtvj5mIMK5bQzP2w-38c0V_FV_SxR-HLyqnVg_yKz5skGEJwWgfRfVyMlD5mQ-R1F5TB9e,Jail;Inside,https://play-lh.googleusercontent.com/a/AATXAJyQcN5zT9GT0spFtA0uIUbas8K7JShBWKu28USF=mo,Tolong;ya;buat;supercell...Kalo;ngasih;lawan;yang;seimbang;dong...terutama;untuk;prtempuran;versus..,1,0,14.426.1,2022-02-28;11:01:57,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFjVmfGCGZ9zBJL9vfAJqMR3lt6DflPNRhRBAz3XCCAhHzc2RVBB2qZS0hWO-IMsIJFYrwCnZwvgPD8,Fahrul;"Ibrahim,https://play-lh.googleusercontent.com/a-/AOh14Gj_0lm5ZOaApBurwG8aOUXP3v1QogmXorvT3A9N,""rindu";base,;dan;akhir;nya;bermain;lagi,;ngulang;waktu;dulu;masih;sd,;maen;COC......;good;"job!!"",5,1,14.426.3,2022-03-16";10:45:30,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFhdku3Q7RAHDhd96_C32x9LnQ-3YG2dERlSEn1Zsr9wKAIrtM9cXuTfSv9W99cwSVZ0SSrfEj8jQ0k,Iky;"Pratama,https://play-lh.googleusercontent.com/a/AATXAJyN9UHZJ4-qbHgQk4bv8mM8bNhtlA4cTdEHrUaM=mo,""Halo";pihak;developer,;clan;saya;bermasalah;dalam;perang;clan,;tidak;bisa;mengintai;musuh,;tidak;bisa;melakukan;serangan.;Mohon;balasannya,;"terimakasih"",5,1,14.426.1,2022-02-16";23:27:12,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOH0KYpuiV0vC4Ne4b5pfQBxrXJGJ5z3OZbCNF5StqlWZBS6PuBuADCIgNZxTzg4qRjwl0iX23tRqljr,Tini;Nurul;"Aeni,https://play-lh.googleusercontent.com/a/AATXAJx_zL7EnYQt0dZ_pBiD5Rr5XHgNZRYRQ-Rx0jLN=mo,""Game-nya";bagus;pas;kita;mau;ningkatin;item;itu;kan;harus;nunggu;beberapa;menit,;jam;bahkan;hari.;jadi;kita;bisa;melatih;kesabaran;kita;buat;nunggu;item;tersebut;selesai;"ditingkatkan."",5,1,14.426.1,2022-02-16";21:09:10,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOE_hzkxQVFGlZQ4hVv2t2-IlxaFi0KfxcoVsOa-y0H4TGAOnxXoW75puRHVbPUCOwA-rnpT2im4i5am,Fanz;_CPL,https://play-lh.googleusercontent.com/a/AATXAJwFlYunXr1ep6FrSR7ep2kXKYpw8XTeyhk-gHrs=mo,Tolong;lah;supercel;perbaiki;sistem;push;tropy;nya;masa;kalo;aku;attack;dapat;nya;yg;TROPY;kecil;pas;di;attack;tropy;kecil;juga;mana;ngutang;tropy;nya;ga;ngOTAK;lagi;tolong;yaaa;bangg,1,1,14.426.4,2022-04-08;20:20:33,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOH-lNo1vej62U1DiK6hWLiBoiyPJstiI4tG1il3iHV2j7YDLeoHe1KnEvP-QG4p-OQi9wXCz-e-Ami4,Gunawan;Wicaksono,https://play-lh.googleusercontent.com/a/AATXAJyRV0uRaKSZXj9Xrt8xLKyAn9amfeCzynnuJU9y=mo,Sering;putus;sinyal..;pas;war..;perbaikilah;masa;ga;becus;ngatasi;masalah;ini..;sangat;merugikan;buat;clan;&;tim..,2,1,14.426.4,2022-04-07;04:25:56,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFmRDkMCL2HpkZ10LJg_fjC8QDeFASHPQgCu8zLbMfszaY47e6SP9e4cbYiCXAr9j9fj_Id-W2AK_g7,Nove;"Novendra,https://play-lh.googleusercontent.com/a/AATXAJw-Kj6EOLL9uNsSuSLsSheACC3B3XtI5Hvv9J9U=mo,""Saya";suka;ini;games;,tapi;1;hal;yang;saya;keluh;kan;talong;di;seimbang;kan;lawan;nya/lawan;war,;masa;makin;tinggi;trofi;nya;makin;gak;sepadan;lawan;war;"nya,terimakaaih"",3,1,14.426.3,2022-03-07";18:23:00,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOEn-AN6vEHjeXz2AVlU5Ew8N1ytnaD08lx4WvC77jClAiT0VkSKdWJY6Xk_8tsqalutLOgflmxITqwS,Campur;"Channel,https://play-lh.googleusercontent.com/a/AATXAJyvmIGvJf9L-lmNq0WuUEbFopDwWwLO-uSN0tKj=mo,""makin";gak;seru,;terlalu;lama;waktu;peningkatan;senjata,;sehingga;sumberdaya;selalu;penuh;tak;"digunakan"",3,0,14.426.4,2022-04-08";18:10:06,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFjM1xnqboPch47WmOLhId4PxwLPd3xeNMaQXIdxW027fSgMXD3cYF5ZaLwe9tNXFXlp5wYVnBHwFzl,Zharif;"Zhali,https://play-lh.googleusercontent.com/a-/AOh14Gib3G1WhtnGrcH15vEu5OFYjY0pyKDb7XlpqUhA,""Saya";minta;tolong,saya;gabisa;masukin;kode;di;supercell;id,;padahal;kode;nya;sudah;betul;dan;sesuai;dengan;yg;dikasih;dari;"supercell."",5,1,14.426.4,2022-04-08";17:50:48,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOGdvpuQHXPrCk2xKC7Dd4EAorV9rxrFa5p9SrUiUqvQCZHmrZbrs-OxZkYIgaV9KHLqlFwUJZ_6Tb3q,Arzaq;Maulana;Faisal,https://play-lh.googleusercontent.com/a/AATXAJwBQ6C-3PsTnWPrtwhK1hJvqmOriALtTR7IT6W5=mo,Kok;susah;amat;masuk;klo;pake;jringan;wifi.;Hrus;pke;jaringan;data;seluler;bru;pancar;masuknya;padahal;jaringan;wifi;stabil²;saja,2,0,14.426.4,2022-04-19;03:33:42,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOGiEB9QJITvUaLTPw4JLaevGzUHtBz66sKfGv7mJlFzwnmkS6Tz46cFs-i6zrexHlod3EL752x_hcmL,Sharul;"Aprilio,https://play-lh.googleusercontent.com/a-/AOh14GiVVfST9YVUxLwhnecH34nKcu-2vj6WPpYi1P6HRg,""Mudah";mudahan;ada;update;pengurangan;waktu;upgrade;bangunan;maupun;pasukan,the;best;banget;Clash;Of;Clan;dari;pertama;"main!"",5,0,14.426.1,2022-02-23";10:13:53,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFxL5vm1FwhRVa6GuYl4a8fT9IhBctx8omRcSOSZd8eBoXXxqgNGixt5XQDye6r_ruH2k8DJd85Qqe3,T.S.O.A;"The_Son_Of_Adam,https://play-lh.googleusercontent.com/a-/AOh14Gjs153BNUvBggAxeAfYeFFepXB7CevzDYbiMBpWpg,""Permainan";yang;adil,;ketika;matchmaking;menyesuaikan;dengan;level;kita;sekarang.;Untuk;upgrade;memang;semakin;tinggi;level;semakin;lama;juga;durasi;pengerjaan;konstruksinya.;Balance;lah;"yaa"",5,2,14.211.16,2022-01-31";12:22:36,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHzG4esY-ZV3Paz5q73nFz-gsqd2ZeY7l2NlCL7J5UefF5jl1wqrZ3UNLSydz2j7tSCZdnygPZ41sos,Danish;"KR,https://play-lh.googleusercontent.com/a-/AOh14GijH7amWPSXwXBWwE9QyCDFAr2NnOHxp07WR6k43Q,""Jujur";ini;game;masih;seru;bat;sih,;cuma;memang;banyak;fitur;yg;kurang;update;aja;selebihnya;mah;bagus;semua.;GG;GOMANK;SUPERCELL;kembangkan;terus;game;clash;of;clans;"ini."",5,0,14.426.1,2022-02-21";17:54:47,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOH3NA7yO01KDUUwZ52uZKCgd0zGPEeKEP6ncAvtoDIuRcyhp0c46pa6AHoRaQNqi2hseWK1MJawQ_Zu,Si;"Emon,https://play-lh.googleusercontent.com/a/AATXAJxIO_mcg0RrSTAYVaKFyK_Emprvm5FBOMwPZ9uF=mo,""Kasih";Lawan;Yang;Seimbanglah,;Masa;Gw;Yerang;Dapet;Tropinya;Dikit;Bener;Giliran;Gw;Diserang;Banyak;Bener;Tropinya;Yang;Ilang;.Biasanya;Gw;Nyerang;Cuman;Dapet;15-20;Tropi,;Jarang;²;Dapet;Tropi;30;Keatas;Padahal;Yang;Nyerang;Gw;Th;nya;Lebih;Besar;Dari;Gw,Nyarang;Juga;Masih;Sama;Th;nya;lebih;Besar;Semua,Pernah;Waktu;Itu;Cuman;Dapet;Tropi;3;Itu;Aja;Udah;Bintang;3.;Tolong;Untuk;Pihak;SuperCell;Diperbaiki;Untuk;Mencarikan;Lawan;Yang;Seimbang;Dan;Tropi;Yang;Seimbang.;Tolong;Kepada;Pihak;"SuperCell🙏🙏."",5,0,14.426.4,2022-04-25";20:47:05,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOF1kRPO9-JWZOJJsn5g56dSrDyZyWMbwzzkNDvr8y65h9pCLP5wT8YDAqGYgEGwOzDtM1hmRKc84IkU,Zero;"Ex,https://play-lh.googleusercontent.com/a-/AOh14GggjxaPOmDA99zOvLMZcMJhErHflDEqBDqpLG52Dw,""Kenapa";ya;pas;push;trop;di;liga;kristal;gw;yg;th;9;ga;pernah;dapet;lawan;yg;sama;malah;ditemuin;nya;sama;th;10;Mulu;kan;ga;adil;😥,;sekalinya;ketemu;th9;dapet;tropnya;cuma;3;dan;sekali;kalah;-36🥵;sangat;"meresahkan"",1,0,14.426.1,2022-02-27";05:41:38,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFaKkhUxnfVnoRma50MJLophGdirdZ8f9pcXCLL7mHT-V8JP_sq2sdUSBKKbQGbBielwjXn2iUucfuy,Nicolaus;Nowel,https://play-lh.googleusercontent.com/a-/AOh14GgAmT9GcFvebcx7xTBWEucTz924Uv6WSKTCs_--,Keren;saran;saya;tambahin;besis;tukang;06-Jul;biar;kalo;semua;nya;gak;lama;terimakasih;😊😊,5,0,14.426.6,2022-04-24;08:28:12,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHTXeVJTRmPrsde4X1HvuOdwaYTXL9w8914JEovRvBhQkDmoW254bfrBtVFppujJMJpKD-9m4mnic2_,BLOOD;OFFICIAL88,https://play-lh.googleusercontent.com/a-/AOh14GiO0p4h47py5p2ycVv65lHzfDpVjANIQOHGIuNekQ,Game;nya;bagus;pas;masuk;klan;langsung;di;kasi;bantuan;banyak;banget,5,0,14.426.6,2022-04-27;08:26:20,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOHlHVdrW7-J54oG6-k539Lkdlq5-AcH4RVSYH1Y15GuZlaOfkZBdMCGpsApNOqVnbK_t2gxMqDJDm4j,Afan;Afanza,https://play-lh.googleusercontent.com/a/AATXAJze4pQ3vdElnoshObUOGY6ftAZhCklitQaEecY2=mo,Game;nya;rame;walaupun;keluar;sendiri;sendiri;itu;mungkin;hp;saya;kentang;poko;nya;game;nya;bagus,5,0,14.426.6,2022-04-23;22:14:17,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOFpMiOmA19FFsb955S5Xb-m05K7rKauWtA4tNz8QIT8DPjGbB_79nC4FM-WgEx26VVS3do9UDI8Umw7,Dj;"Han,https://play-lh.googleusercontent.com/a-/AOh14GhRxRdb8qJTE2JFAxpPmR5oTiu3YAurn76Jdhoi_g,""awal";maen;di;era;2014;,;sempet;kecewa;banget;karena;update;patch;yg;meniadakan;global;chat;,;dan;sekarang;,semenjak;masuk;2022;ini;,banyak;banget;maintaince;yg;tidak;jelas;.;apakah;supercell;mempermainkan;para;clashee;?;tolong;di;benahi;semua;bug;nya;dengan;1x;update;saja;"."",1,50,14.426.1,2022-02-23";15:09:26,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gp:AOqpTOGBS-FmDxv3Amrh6mW5_l8T2HEsJP85f3iko_4nrxo3vJjOdLeZMTT11fhq4mUqTZNdJ5eNcKETYC_U,maysarah;utami;prinadi,https://play-lh.googleusercontent.com/a-/AOh14Ggrx7MkgFCvkqoJeWXcBf8JZCHBtUvJeFN1iKXykg,Saya;sudah;balai;kota;level;12;bagus;tapi;kekurangan;dari;game;ini;gak;bisa;cari;nama;teman;tolong;di;perbaharui;lagi;ya,5,0,14.426.4,2022-03-22;09:34:14,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
